# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.000000,1.007912,0.000000,-0.000000,0.066273,-0.029671,0.004934,-0.000167,-0.000022,1.574178,0.000000,0.000000,0.311445,-0.263858,0.089388,-0.013934,0.000828,0.212104,0.000000,0.000000,0.021940,-0.010204,0.000704,0.000337,-0.000048,-0.129477,0.000000,0.000000,-0.816620,0.750727,-0.281931,0.048637,-0.003187
4.000000,1.654524,0.231824,-0.018829,-0.033665,0.029058,-0.012262,0.002353,-0.000167,1.983111,-0.054356,-0.087960,-0.025703,0.059466,-0.029512,0.006082,-0.000453,0.320012,0.038474,-0.002083,-0.026605,0.029736,-0.012595,0.002372,-0.000166,-1.899496,-0.428543,0.072742,-0.211720,0.168331,-0.060539,0.010281,-0.000671
4.000000,1.904391,-0.133006,-0.044315,-0.018334,0.027084,-0.011550,0.002231,-0.000161,1.204879,-0.166573,0.036843,-0.070587,0.078251,-0.032489,0.006041,-0.000422,0.440891,0.035715,0.001104,-0.021408,0.022341,-0.009409,0.001790,-0.000127,-3.773293,-0.464166,0.007558,-0.052749,0.059228,-0.026741,0.005360,-0.000397
4.000000,1.095366,-0.129623,0.046311,-0.020981,0.024652,-0.010187,0.001842,-0.000125,1.205745,0.205965,0.034254,-0.064350,0.061020,-0.026166,0.005018,-0.000358,0.559066,0.035627,-0.000305,-0.020291,0.023089,-0.010079,0.001948,-0.000140,-5.653854,-0.450633,-0.007218,-0.079589,0.096058,-0.042912,0.008411,-0.000609
4.000000,1.345240,0.227504,0.018096,-0.022446,0.015048,-0.006591,0.001305,-0.000095,1.976299,0.088666,-0.053501,-0.058376,0.062844,-0.026743,0.005159,-0.000371,0.679852,0.034913,0.000608,-0.020880,0.023046,-0.009962,0.001918,-0.000137,-7.539563,-0.443619,0.001789,-0.097658,0.103446,-0.043388,0.008188,-0.000578
4.000000,1.999929,0.003922,-0.057509,-0.017558,0.023935,-0.010710,0.002155,-0.000160,1.498629,-0.218137,0.001161,-0.050226,0.063969,-0.027531,0.005266,-0.000376,0.799144,0.035458,0.001153,-0.020390,0.022561,-0.009932,0.001946,-0.000141,-9.421908,-0.449826,-0.005040,-0.087096,0.101097,-0.044193,0.008526,-0.000610
4.000000,1.344562,-0.215406,0.018726,-0.019692,0.027989,-0.011649,0.002138,-0.000148,1.022642,0.088813,0.054683,-0.060417,0.061506,-0.026749,0.005147,-0.000368,0.918140,0.038150,0.003469,-0.022243,0.020733,-0.008386,0.001578,-0.000113,-11.311302,-0.447286,0.005658,-0.087981,0.091327,-0.038324,0.007274,-0.000518
4.000000,1.095147,0.142716,0.046212,-0.023172,0.018234,-0.007983,0.001525,-0.000107,1.794015,0.205384,-0.034096,-0.065404,0.067199,-0.028973,0.005606,-0.000402,1.041017,0.037166,-0.003102,-0.021844,0.025186,-0.010730,0.002023,-0.000142,-13.192284,-0.451753,-0.010185,-0.086295,0.111329,-0.051870,0.010495,-0.000779
4.000000,1.903463,0.141489,-0.043196,-0.018765,0.015411,-0.006334,0.001257,-0.000093,1.793703,-0.173543,-0.029100,-0.052520,0.058653,-0.022520,0.003870,-0.000248,1.160785,0.033441,-0.000736,-0.018846,0.021846,-0.009410,0.001772,-0.000123,-15.078452,-0.428887,-0.010601,-0.152652,0.185983,-0.085576,0.017370,-0.001303
4.000000,1.655859,-0.220454,-0.023090,-0.013048,0.034371,-0.017770,0.003881,-0.000309,1.017716,-0.067378,0.089179,0.015422,-0.078837,0.051783,-0.012718,0.001069,1.277297,0.032886,0.008491,-0.008460,-0.001425,0.003295,-0.001018,0.000094,-16.949556,-0.399746,-0.071442,-0.308515,0.453360,-0.226186,0.048071,-0.003701
